1;"2022-10-01 11:58:27";9;"2022-10-01 11:58:00"
2;"2022-10-01 12:03:27";11;"2022-10-01 12:03:00"
3;"2022-10-01 12:16:35";16;"2022-10-01 12:16:00"
4;"2022-10-01 14:16:06";33;"2022-10-01 14:16:00"
5;"2022-10-01 14:41:19";37;"2022-10-01 14:41:00"
6;"2022-10-01 15:30:02";46;"2022-10-01 15:30:00"
7;"2022-10-01 15:30:08";45;"2022-10-01 15:30:00"
8;"2022-10-01 15:31:08";48;"2022-10-01 15:31:00"
9;"2022-10-01 15:46:09";53;"2022-10-01 15:46:00"
10;"2022-10-01 18:07:10";95;"2022-10-01 18:07:00"
11;"2022-10-01 20:16:23";109;"2022-10-01 20:16:00"
12;"2022-10-01 20:18:18";110;"2022-10-01 20:18:00"
13;"2022-10-01 20:19:18";111;"2022-10-01 20:19:00"
14;"2022-10-01 20:20:45";113;"2022-10-01 20:21:00"
