1;"BerFü";"Bereitschaftsführung"
2;"1. WRZ";"1. WRZ"
3;"5. WRZ";"5. WRZ"
4;"6. WRZ";"6. WRZ"
5;"7. WRZ";"7. WRZ"
6;"11. WRZ";"11. WRZ"
7;"KooSt";"Koordinierungsstelle"
8;"RUND";"RUND"
9;"Presse";"Presse"
10;"Küche";"Küche"
11;"PW";"Platzwart"
12;"Üb-Ltg";"Übungsleitung"
13;"FMBSt";"Fernmeldebetriebsstelle"
14;"Tatsache";"Tatsache"
