50;5
52;7
53;5
54;7
78;7
79;7
80;6
81;5
82;6
83;1
84;1
85;1
86;1
88;1
89;2
90;3
91;1
93;1
92;1
94;1
96;2
97;3
98;1
99;3
95;1
100;1
104;1
103;3
102;1
101;1
105;1
106;1
108;1
110;1
107;2
109;2
111;2
112;2
113;2
114;1
115;2
119;1
120;1
122;2
123;1
124;2
125;2
121;3
126;3
127;1
128;1
129;2
130;1
131;3
132;3
133;2
134;2
135;2
136;3
141;3
139;2
142;2
140;3
137;1
143;2
146;1
144;2
145;3
147;1
148;2
149;1
152;1
153;2
150;2
156;2
162;3
160;3
157;3
161;2
164;3
169;2
171;3
170;1
173;1
174;1
176;3
177;2
179;2
180;2
182;3
183;3
178;3
184;1
181;2
187;2
189;1
191;3
190;2
192;2
188;3
193;1
197;1
195;5
196;2
201;2
204;2
203;5
202;3
205;7
208;3
209;5
215;2
210;2
217;3
220;2
211;7
218;1
219;5
213;2
221;3
223;3
224;3
225;7
229;3
233;7
234;5
235;2
236;3
239;5
242;2
245;3
247;7
249;3
248;3
251;3
252;2
253;5
250;5
255;5
259;3
264;1
266;1
267;1
274;1
271;1
269;1
270;1
275;1
279;1
280;1
277;1
282;1
283;1
284;3
285;3
290;2
289;2
286;1
287;2
288;1
297;3
298;2
295;1
293;1
292;1
303;3
299;1
304;3
305;1
306;1
307;3
308;2
309;1
310;1
311;2
312;1
313;3
316;3
317;2
315;3
324;3
318;1
319;1
320;1
325;2
322;3
321;1
326;3
327;1
328;1
329;2
330;1
333;1
334;1
337;3
336;1
335;3
342;1
340;2
341;3
343;1
345;3
344;1
346;3
348;3
347;1
349;2
350;3
353;3
354;3
358;2
351;3
352;2
355;1
356;1
360;3
362;1
363;3
364;3
366;3
367;1
368;2
369;3
370;3
371;1
372;1
374;1
375;2
377;2
379;3
381;2
382;1
385;1
378;1
384;2
386;2
387;1
389;1
390;3
392;4
393;1
394;2
396;6
395;4
397;7
399;6
405;4
403;3
406;3
402;2
404;2
400;2
407;3
410;2
412;3
411;3
413;2
409;4
417;4
416;2
418;3
419;2
421;3
422;3
423;3
424;3
425;6
420;6
426;3
432;4
434;3
436;3
437;4
439;4
438;4
440;3
441;6
442;2
445;4
435;2
433;2
446;7
447;2
