1;"WE0001";"pdf";"2023-05-19 Schadensmeldung WRZ04.pdf";"Schaden WRZ 4";"cb265b17fb7771d0a03bc0b2d0aae301";"2023-05-19 16:23:00";"fm2";1;"r4pp8061hilrc9obar9ijd0r05"
2;"WE0002";"pdf";"2023-05-18 Schadensmeldung Real.pdf";"Schaden WRZ 4 real";"8f083b75763b9bde45c569beb4c607f0";"2023-05-19 16:50:00";"fm2";1;"r4pp8061hilrc9obar9ijd0r05"
3;"WE0003";"pdf";"Fernerkundung - DLRG Haltern am See - Biggetalsperre - 2.pdf";"Lagebilder 1";"e9da706c1b29a6d0121542a2c8cef435";"2023-05-20 08:36:00";"fm3";1;"07lbl05n680fe3ah40mpuguq11"
4;"WE0004";"pdf";"Fernerkundung - DLRG Haltern am See - Biggetalsperre - 3.pdf";"Lagebilder 2";"b283161a28fb7ae862a4f7b77c649d46";"2023-05-20 09:45:00";"fm3";1;"07lbl05n680fe3ah40mpuguq11"
5;"WE0005";"pdf";"Fernerkundung - DLRG Haltern am See - Campingplatz.pdf";"Lagebilder 3";"224b39c13e7d5b7cf79bf0a1ec3d04a3";"2023-05-20 14:37:00";"fm3";1;"07lbl05n680fe3ah40mpuguq11"
