1;5
19;4
18;5
17;1
16;3
15;1
14;4
13;3
12;2
11;1
10;1
9;3
8;2
7;3
6;4
5;2
4;5
3;4
2;5
21;5
24;5
23;5
22;5
26;5
27;5
25;5
28;2
29;5
34;2
33;2
32;4
35;4
36;4
37;4
38;5
39;1
50;3
51;1
52;3
53;4
57;2
55;2
54;3
60;2
62;4
59;2
64;2
63;3
61;4
58;3
56;4
65;1
66;2
67;1
68;4
69;2
70;2
71;4
72;3
76;3
75;1
79;2
80;2
81;5
83;5
92;5
91;1
90;2
89;5
88;3
87;4
86;3
85;2
84;3
96;5
95;1
94;2
93;5
97;5
98;3
99;4
100;5
101;1
102;1
103;4
104;2
105;2
106;3
108;2
107;1
109;3
110;5
111;2
112;3
113;2
114;4
137;4
135;4
134;5
133;2
132;4
131;2
130;4
129;2
128;2
127;3
126;2
125;2
124;3
123;1
122;3
121;4
120;3
119;2
118;2
117;4
116;2
115;5
138;4
139;4
140;2
141;4
142;4
143;1
147;5
146;2
155;4
157;1
156;4
154;4
153;2
159;2
152;5
151;2
150;4
149;5
148;4
145;1
144;5
158;2
160;1
161;1
163;2
164;2
162;4
166;1
165;4
167;3
175;4
174;4
171;4
170;5
169;5
168;5
173;1
172;3
177;5
176;1
179;2
180;2
181;4
182;1
183;3
184;2
185;3
186;4
187;1
188;1
189;2
190;1
192;3
193;1
191;3
194;4
195;1
196;3
201;5
207;4
205;3
204;2
203;1
209;4
206;4
210;1
208;3
212;3
213;4
214;3
215;1
216;2
217;3
218;4
219;4
220;1
221;2
222;2
223;3
224;3
225;3
226;1
227;3
228;2
229;2
230;2
231;2
232;2
233;2
234;3
235;2
239;3
236;5
237;2
238;2
242;3
243;4
241;1
240;5
244;2
245;5
246;2
247;1
248;3
249;2
250;3
251;5
252;2
253;3
254;3
255;4
256;5
257;4
258;1
260;4
259;5
261;1
285;3
284;2
287;5
286;3
283;4
282;3
281;2
280;2
279;2
278;5
277;3
276;2
275;1
274;4
273;5
272;5
271;1
270;5
269;3
268;2
267;2
266;2
265;1
264;4
263;1
262;4
288;5
289;1
290;5
291;3
292;5
293;4
294;1
296;4
295;5
297;3
298;5
299;5
300;2
301;4
302;4
303;5
304;5
305;3
306;2
307;1
308;1
309;1
310;5
311;1
312;1
318;3
316;3
313;2
314;1
315;3
317;1
319;1
320;1
321;3
322;1
323;1
324;1
325;1
326;2
327;5
328;1
329;2
330;1
331;2
339;2
332;1
333;1
334;5
335;1
336;1
337;1
338;3
340;1
341;1
343;4
342;5
344;2
345;5
350;2
346;1
347;3
348;1
353;4
352;3
354;4
351;5
349;1
355;3
356;1
357;4
358;1
359;1
360;3
361;5
362;5
363;3
364;5
365;1
366;1
367;2
368;5
369;5
370;3
371;1
375;5
376;5
372;1
374;1
381;5
383;5
385;5
391;5
377;3
378;5
379;5
380;2
384;5
382;1
386;5
387;1
388;5
390;4
392;5
393;5
394;5
395;5
396;3
397;1
398;5
399;5
400;4
401;3
402;4
403;2
404;3
405;5
407;5
408;4
409;4
410;5
411;4
406;1
412;3
413;2
414;5
415;3
418;1
416;4
417;1
419;4
420;5
466;1
470;1
472;3
473;1
474;4
475;4
476;5
477;2
478;5
479;3
480;1
482;5
469;3
468;1
467;2
465;5
464;2
463;1
462;3
461;2
460;4
459;3
458;5
457;5
484;5
483;1
481;5
456;3
455;4
454;2
453;4
452;5
451;4
450;4
449;2
448;4
447;3
446;4
445;4
444;5
443;4
442;5
441;4
440;4
439;4
438;4
437;4
436;5
435;4
434;4
433;4
432;4
431;4
430;5
429;1
428;3
427;2
426;4
425;4
424;4
423;5
421;5
485;2
486;5
487;4
489;4
490;5
491;5
492;5
493;1
497;5
498;5
499;5
501;2
503;2
504;5
505;1
507;5
508;4
509;5
510;5
511;5
496;5
494;5
514;1
495;5
515;2
516;5
517;1
