2;6
1;5
3;4
4;7
5;2
6;4
7;3
8;2
9;3
10;1
12;2
11;1
13;3
14;4
15;1
16;3
17;1
18;5
19;4
20;6
21;6
22;5
23;6
24;6
25;5
26;5
27;5
28;2
38;5
37;4
36;4
35;4
34;2
33;2
32;4
31;7
30;7
29;5
39;1
40;4
42;3
41;5
43;7
44;1
45;4
46;2
47;3
48;2
49;3
50;3
52;3
51;1
53;4
54;3
55;2
56;4
57;2
58;3
59;2
60;2
61;4
62;4
63;3
64;2
66;2
65;1
67;1
68;4
69;2
70;2
71;4
72;3
73;1
74;3
75;1
76;3
77;7
79;2
78;7
80;2
81;5
82;3
83;5
84;3
85;2
86;3
87;4
88;3
89;5
90;2
91;1
92;6
94;2
95;1
96;5
97;5
100;5
98;3
99;4
102;1
103;4
104;2
105;2
106;3
107;1
108;2
109;3
110;5
111;2
112;3
113;2
114;4
116;2
117;4
118;2
119;2
120;3
121;4
122;3
123;1
124;3
125;2
115;5
127;3
126;2
128;2
129;2
130;4
131;2
132;4
133;2
134;5
135;4
136;4
137;4
138;4
139;4
140;2
141;4
142;4
143;1
144;6
145;1
146;2
147;5
148;4
149;6
150;4
151;2
152;5
153;2
154;4
155;4
156;4
157;1
158;2
159;2
160;1
161;1
162;4
163;2
164;2
165;4
166;1
167;3
168;5
169;5
170;5
171;4
172;3
173;1
174;4
175;4
176;1
177;5
178;7
179;2
180;2
181;4
182;1
183;3
184;2
185;3
186;4
187;1
188;1
189;2
190;1
191;3
192;3
193;1
194;4
195;1
196;3
197;6
198;6
199;6
200;6
201;5
202;4
203;1
204;2
205;3
206;4
207;4
208;3
209;4
210;1
212;3
213;4
211;5
214;3
215;1
216;2
217;3
218;4
219;4
220;1
221;2
222;2
223;3
224;3
225;3
226;1
227;3
228;2
229;2
230;2
231;2
232;2
233;2
234;3
235;2
236;5
237;2
238;2
239;3
240;5
241;1
242;3
243;4
244;2
245;5
246;2
247;1
249;2
248;3
250;3
252;2
251;6
253;3
254;3
255;4
256;5
257;4
258;1
259;5
260;4
261;1
262;4
263;1
264;4
265;1
266;2
267;2
268;2
269;3
270;5
271;1
272;5
273;5
274;4
275;1
276;2
277;3
278;5
279;3
280;2
281;2
282;3
283;4
284;2
285;3
286;3
287;5
288;5
289;7
290;5
291;3
292;5
293;4
294;1
295;5
296;4
297;3
298;5
299;5
300;2
301;4
302;4
303;5
304;5
305;3
306;2
307;1
309;1
308;1
310;5
311;1
312;1
313;2
314;1
315;3
316;3
317;1
318;3
319;1
320;1
321;3
322;1
323;1
324;1
325;1
326;2
327;5
328;1
329;2
330;1
331;2
332;1
333;1
334;5
335;1
336;1
337;1
338;3
339;2
340;1
341;1
342;5
343;4
344;2
345;5
346;1
347;3
348;1
349;1
350;2
351;5
352;3
353;4
354;4
355;3
356;1
357;4
358;1
359;1
360;3
361;5
362;5
363;3
364;5
365;1
366;1
367;2
368;5
369;5
370;3
371;1
372;1
373;5
374;1
375;5
376;5
377;3
378;5
379;5
380;2
381;3
382;1
383;6
384;5
385;3
386;5
387;1
388;5
389;6
390;4
391;3
392;5
393;5
394;6
395;6
396;3
397;1
398;5
399;5
400;4
401;3
402;4
403;2
404;3
405;4
406;1
407;4
408;4
409;4
410;5
411;4
412;3
413;2
414;5
415;3
416;4
417;1
418;1
419;4
420;5
421;7
422;5
423;7
424;4
425;4
426;4
427;2
428;3
429;1
430;5
431;4
432;4
433;4
434;4
435;4
436;6
437;4
438;4
439;4
440;4
441;4
442;4
443;4
444;5
445;4
446;4
447;3
448;4
449;2
450;4
451;4
452;7
453;4
454;2
455;4
456;3
457;5
458;7
459;3
460;4
461;2
462;3
463;1
464;2
465;5
466;1
467;2
468;1
469;3
470;1
471;3
472;3
473;1
474;4
475;4
476;6
477;2
478;5
479;3
480;1
481;7
482;5
483;1
484;5
485;2
486;6
487;4
488;7
489;4
490;5
491;5
492;5
493;1
494;5
495;5
496;5
497;5
498;5
499;5
500;5
501;2
502;5
503;2
504;5
505;1
506;7
507;5
508;4
509;5
510;5
511;5
512;5
513;6
514;1
515;2
516;5
517;1
518;7
519;5
